Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,No,,,Old Chicago,https://www.yelp.com/biz/old-chicago-southgate?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-southgate?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Texas Roadhouse,https://www.yelp.com/biz/texas-roadhouse-taylor?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Tue, Fri, Sun",,,,
,,Coat Check,No,,,,
,,Smoking,No,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Drive-Thru,No,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
